"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"C11orf96",0,1.22865170834014,0.388,0.035,0,"Tissue_stem_cells"
"CRIP2",0,1.21665371640828,0.571,0.17,0,"Tissue_stem_cells"
"PDGFRA",0,1.21015920885129,0.315,0.078,0,"Tissue_stem_cells"
"MFAP4",0,1.20033691372772,0.463,0.109,0,"Tissue_stem_cells"
"CAV2",0,1.19306013058206,0.519,0.14,0,"Tissue_stem_cells"
"NEXN",0,1.16706529702223,0.426,0.069,0,"Tissue_stem_cells"
"ACTN1",0,1.1530700824194,0.605,0.267,0,"Tissue_stem_cells"
"TFPI",0,1.13614312348854,0.551,0.163,0,"Tissue_stem_cells"
"CPE",0,1.12806125630381,0.318,0.062,0,"Tissue_stem_cells"
"TCF21",0,1.12185957458715,0.329,0.065,0,"Tissue_stem_cells"
"LMOD1",0,1.11316729289348,0.311,0.024,0,"Tissue_stem_cells"
"TIMP3",0,1.10823090755219,0.575,0.168,0,"Tissue_stem_cells"
"ADAMTS1",0,1.10650925852295,0.355,0.077,0,"Tissue_stem_cells"
"CFH",0,1.09895742384775,0.412,0.11,0,"Tissue_stem_cells"
"PLAC9",0,1.09679919722051,0.5,0.103,0,"Tissue_stem_cells"
"TNC",0,1.08278312249573,0.296,0.038,0,"Tissue_stem_cells"
"THBS1",0,1.07905743897082,0.413,0.123,0,"Tissue_stem_cells"
"LAPTM4A",0,1.0700069562316,0.864,0.532,0,"Tissue_stem_cells"
"SMTN",0,1.04432092043192,0.437,0.133,0,"Tissue_stem_cells"
"LAMC1",0,1.02881484330737,0.492,0.122,0,"Tissue_stem_cells"
"SERPINF1",0,1.02495275046891,0.518,0.156,0,"Tissue_stem_cells"
"COL14A1",0,1.01348003005893,0.407,0.085,0,"Tissue_stem_cells"
"COL5A1",0,0.999721597932861,0.421,0.083,0,"Tissue_stem_cells"
"RBPMS",0,0.9968695925056,0.481,0.116,0,"Tissue_stem_cells"
"LAMA4",0,0.993245675882928,0.452,0.108,0,"Tissue_stem_cells"
"RBP1",0,0.989080830289051,0.356,0.096,0,"Tissue_stem_cells"
"GGT5",0,0.988601619391762,0.376,0.052,0,"Tissue_stem_cells"
"EDIL3",0,0.98586191765517,0.305,0.044,0,"Tissue_stem_cells"
"EID1",0,0.984272429908807,0.835,0.535,0,"Tissue_stem_cells"
"SNAI2",0,0.981382165645211,0.4,0.071,0,"Tissue_stem_cells"
"LTBP1",0,0.978563287824932,0.354,0.061,0,"Tissue_stem_cells"
"BEX3",0,0.973790657595606,0.676,0.316,0,"Tissue_stem_cells"
"NID1",0,0.954140194342711,0.374,0.069,0,"Tissue_stem_cells"
"FSTL1",0,0.949620096172659,0.537,0.139,0,"Tissue_stem_cells"
"PDLIM7",0,0.949584192003573,0.475,0.17,0,"Tissue_stem_cells"
"GPX3",0,0.947026535754031,0.419,0.117,0,"Tissue_stem_cells"
"COL12A1",0,0.945690426234722,0.375,0.091,0,"Tissue_stem_cells"
"EFEMP2",0,0.943143247180276,0.499,0.113,0,"Tissue_stem_cells"
"SEPT4",0,0.940178770389106,0.304,0.023,0,"Tissue_stem_cells"
"EHD2",0,0.937275421762761,0.447,0.086,0,"Tissue_stem_cells"
"EPAS1",0,0.935213392939854,0.451,0.121,0,"Tissue_stem_cells"
"GEM",0,0.932778404335387,0.322,0.064,0,"Tissue_stem_cells"
"ANTXR1",0,0.927228360014186,0.421,0.07,0,"Tissue_stem_cells"
"CD63",0,0.926425967539979,0.956,0.713,0,"Tissue_stem_cells"
"EDNRB",0,0.9209209977327,0.281,0.028,0,"Tissue_stem_cells"
"RAB34",0,0.918656646479485,0.507,0.135,0,"Tissue_stem_cells"
"MXRA8",0,0.916987403812702,0.447,0.089,0,"Tissue_stem_cells"
"DKK3",0,0.913684856433407,0.421,0.071,0,"Tissue_stem_cells"
"C9orf3",0,0.911372013013257,0.428,0.125,0,"Tissue_stem_cells"
"FXYD1",0,0.911277823964823,0.412,0.099,0,"Tissue_stem_cells"
"NUPR1",0,0.906916994349579,0.68,0.22,0,"Tissue_stem_cells"
"TNS1",0,0.902231012430368,0.383,0.065,0,"Tissue_stem_cells"
"CTSK",0,0.900074331229085,0.412,0.115,0,"Tissue_stem_cells"
"DDR2",0,0.897358562722181,0.412,0.077,0,"Tissue_stem_cells"
"VCL",0,0.878676894455083,0.437,0.145,0,"Tissue_stem_cells"
"CDH11",0,0.875136439658061,0.378,0.053,0,"Tissue_stem_cells"
"LOXL2",0,0.874172894695382,0.319,0.051,0,"Tissue_stem_cells"
"TIMP2",0,0.868289131234087,0.559,0.207,0,"Tissue_stem_cells"
"AXL",0,0.860455620089215,0.398,0.083,0,"Tissue_stem_cells"
"PGF",0,0.860198992525829,0.333,0.089,0,"Tissue_stem_cells"
"KLF9",0,0.835614615927379,0.432,0.133,0,"Tissue_stem_cells"
"PKIG",0,0.829876020388487,0.439,0.135,0,"Tissue_stem_cells"
"PRKG1",0,0.82902446424318,0.344,0.042,0,"Tissue_stem_cells"
"INAFM1",0,0.821651628729016,0.389,0.091,0,"Tissue_stem_cells"
"GUCY1A1",0,0.816223504978452,0.346,0.046,0,"Tissue_stem_cells"
"MSRB3",0,0.808227223138083,0.396,0.107,0,"Tissue_stem_cells"
"C4A",0,0.786932612328098,0.342,0.051,0,"Tissue_stem_cells"
"SULF1",0,0.786780067578075,0.319,0.067,0,"Tissue_stem_cells"
"INHBA",0,0.783671157523133,0.275,0.048,0,"Tissue_stem_cells"
"FKBP10",0,0.77699931778206,0.421,0.13,0,"Tissue_stem_cells"
"AKAP12",0,0.77658272254511,0.398,0.091,0,"Tissue_stem_cells"
"C1QTNF1",0,0.771563864737542,0.288,0.043,0,"Tissue_stem_cells"
"C4B",0,0.771234245740513,0.341,0.051,0,"Tissue_stem_cells"
"PRRX1",0,0.765928787856398,0.321,0.055,0,"Tissue_stem_cells"
"FOXF1",0,0.760663856992873,0.274,0.044,0,"Tissue_stem_cells"
"TBX2",0,0.758867387997146,0.254,0.01,0,"Tissue_stem_cells"
"GUCY1B1",0,0.752491778435749,0.299,0.031,0,"Tissue_stem_cells"
"CLEC11A",1.02610417039897E-307,0.860425285785495,0.449,0.15,2.50513072161205E-303,"Tissue_stem_cells"
"FGF7",2.98794205158064E-307,1.09207971279033,0.296,0.071,7.29476172472898E-303,"Tissue_stem_cells"
"NFIC",1.75056862439569E-306,0.854506925851212,0.534,0.209,4.27383823959964E-302,"Tissue_stem_cells"
"TCIM",3.57000705379959E-300,1.26204026008792,0.367,0.109,8.71581522114633E-296,"Tissue_stem_cells"
"PTN",2.47206664884896E-299,0.843410379519768,0.299,0.071,6.03530351649985E-295,"Tissue_stem_cells"
"VCAN",7.31789626555462E-298,0.900513510849994,0.418,0.129,1.78659119427251E-293,"Tissue_stem_cells"
"TCEAL9",1.2458345062571E-297,0.904126203963349,0.594,0.265,3.04158036357609E-293,"Tissue_stem_cells"
"PLAU",6.04841959013337E-297,1.04757463604249,0.305,0.078,1.47666115873516E-292,"Tissue_stem_cells"
"MT1E",1.52336846782767E-295,1.67684570510843,0.565,0.245,3.71915177735448E-291,"Tissue_stem_cells"
"FBXO32",1.40226647598228E-289,0.832209698623803,0.318,0.085,3.42349337446313E-285,"Tissue_stem_cells"
"CD151",1.99578253876241E-288,1.08697868767667,0.684,0.357,4.87250349013456E-284,"Tissue_stem_cells"
"PRSS23",4.16106180653787E-288,1.13429568176125,0.446,0.157,1.01588162944815E-283,"Tissue_stem_cells"
"LMNA",1.27568604282058E-287,0.951917448555206,0.771,0.421,3.11445990494216E-283,"Tissue_stem_cells"
"MAP1LC3A",7.61321008073232E-286,0.819740653524919,0.477,0.182,1.85868910910999E-281,"Tissue_stem_cells"
"PDLIM1",1.41847332776919E-284,1.09749639253864,0.659,0.347,3.46306078241571E-280,"Tissue_stem_cells"
"FERMT2",1.27484265332209E-276,0.802772645389521,0.506,0.201,3.11240085382055E-272,"Tissue_stem_cells"
"TUBA1A",1.55651637722791E-276,0.929219935847061,0.641,0.296,3.80007908336421E-272,"Tissue_stem_cells"
"HCFC1R1",9.39937010415188E-273,0.94745451923854,0.536,0.23,2.29476221722764E-268,"Tissue_stem_cells"
"CALU",2.50762439511433E-272,0.951139232004676,0.581,0.285,6.12211419823212E-268,"Tissue_stem_cells"
"RAB13",4.65309751434458E-270,0.881164471679544,0.589,0.281,1.13600722715209E-265,"Tissue_stem_cells"
"MMP14",2.00467085583342E-266,0.963129486918418,0.427,0.154,4.8942034274317E-262,"Tissue_stem_cells"
"RND3",7.50663040928787E-266,0.986970828519289,0.386,0.132,1.83266874812354E-261,"Tissue_stem_cells"
"LGALS3BP",3.94888422998535E-265,0.923218532969943,0.635,0.298,9.64080595908623E-261,"Tissue_stem_cells"
"F3",3.00555531719189E-264,1.58584513251475,0.289,0.078,7.33776275139228E-260,"Tissue_stem_cells"
"MYL6",2.07612327975178E-263,1.03203663531265,0.956,0.903,5.06864737518599E-259,"Tissue_stem_cells"
"MAP3K20",8.94894742265898E-259,1.02906010118247,0.571,0.276,2.18479602376796E-254,"Tissue_stem_cells"
"SPON2",6.50332512667161E-256,1.09917151000902,0.462,0.179,1.58772179642561E-251,"Tissue_stem_cells"
"CEBPD",8.87457261163643E-255,1.27225944096054,0.468,0.188,2.16663815740492E-250,"Tissue_stem_cells"
"CD59",3.54746978075715E-254,0.968202940261031,0.736,0.448,8.6607927227405E-250,"Tissue_stem_cells"
"ENAH",1.76610398615441E-253,0.836045387987657,0.43,0.163,4.31176627179738E-249,"Tissue_stem_cells"
"DST",6.16461454557438E-251,0.825714548772559,0.476,0.193,1.50502899515653E-246,"Tissue_stem_cells"
"RGS16",1.92588231585848E-247,1.27153112651138,0.294,0.083,4.70184908593689E-243,"Tissue_stem_cells"
"RHOB",2.68432216736301E-247,1.166308399673,0.649,0.346,6.55350413940004E-243,"Tissue_stem_cells"
"PTK2",6.00100284886173E-246,0.849954167351247,0.382,0.138,1.4650848355211E-241,"Tissue_stem_cells"
"JAG1",2.61752995278735E-244,0.889146844135245,0.304,0.092,6.39043762673504E-240,"Tissue_stem_cells"
"IGFBP4",2.96850541869805E-243,0.866422568349459,0.505,0.214,7.24730912920941E-239,"Tissue_stem_cells"
"PTP4A3",3.73784635587266E-241,0.816149913810113,0.288,0.081,9.1255780932275E-237,"Tissue_stem_cells"
"SORBS2",1.16468682074816E-237,1.13962426249598,0.251,0.066,2.84346640417456E-233,"Tissue_stem_cells"
"LTBP4",1.00306128305262E-235,1.08408529018976,0.502,0.219,2.44887381644467E-231,"Tissue_stem_cells"
"GADD45B",7.66019120689867E-235,1.47479008024266,0.569,0.283,1.87015908125224E-230,"Tissue_stem_cells"
"LEPROT",1.12639043072723E-232,0.785586231038215,0.583,0.288,2.74996959757747E-228,"Tissue_stem_cells"
"TPM4",1.17153227888997E-230,1.02842326665835,0.726,0.491,2.86017890568198E-226,"Tissue_stem_cells"
"CALM2",7.71913189201236E-225,0.801273656043517,0.934,0.806,1.8845488601159E-220,"Tissue_stem_cells"
"ZFP36L1",1.03517193227101E-224,1.01321934303965,0.782,0.508,2.52726875544644E-220,"Tissue_stem_cells"
"ILK",9.99298037881222E-224,0.847140718288901,0.537,0.264,2.43968622968322E-219,"Tissue_stem_cells"
"TCEAL4",2.53149283438834E-220,0.780609016830015,0.559,0.272,6.1803866058757E-216,"Tissue_stem_cells"
"TPPP3",3.70572131266318E-213,1.12014575345215,0.406,0.163,9.04714801273588E-209,"Tissue_stem_cells"
"NBL1",1.25564924014605E-211,0.961382404314575,0.501,0.233,3.06554205489256E-207,"Tissue_stem_cells"
"C12orf57",2.54087953602308E-209,0.772625994060235,0.795,0.568,6.20330329924675E-205,"Tissue_stem_cells"
"ZBTB16",7.23836564400292E-208,0.881455068344967,0.307,0.098,1.76717458832687E-203,"Tissue_stem_cells"
"APOE",7.49747967835253E-208,1.34269238152767,0.408,0.162,1.83043468867299E-203,"Tissue_stem_cells"
"DEPP1",2.43361698541485E-201,1.42870331069341,0.314,0.107,5.94143250819182E-197,"Tissue_stem_cells"
"ARID5B",4.70463304011553E-200,0.809152526480308,0.585,0.306,1.14858911041381E-195,"Tissue_stem_cells"
"ANXA5",7.20638992562668E-200,0.756649889015918,0.725,0.457,1.7593680364425E-195,"Tissue_stem_cells"
"NFIA",8.42070371076744E-200,0.8565161580716,0.502,0.235,2.05583060394676E-195,"Tissue_stem_cells"
"PDK4",2.55744415256416E-199,1.20516969160707,0.339,0.123,6.24374415407015E-195,"Tissue_stem_cells"
"IFITM2",2.7743337392938E-199,0.840526639312612,0.879,0.703,6.77325839111189E-195,"Tissue_stem_cells"
"S100A13",2.41907136285555E-197,0.776699794814226,0.613,0.317,5.90592082527555E-193,"Tissue_stem_cells"
"EPS8",4.46687208423886E-196,0.872434321836968,0.418,0.186,1.09054215064607E-191,"Tissue_stem_cells"
"LBH",1.20789259303832E-193,0.806264333388925,0.39,0.151,2.94894897664374E-189,"Tissue_stem_cells"
"SOCS3",4.72100485396215E-189,0.892731258103891,0.489,0.225,1.15258612504632E-184,"Tissue_stem_cells"
"PPP1R12B",1.33710627797913E-185,0.852360012747042,0.402,0.175,3.26441126705825E-181,"Tissue_stem_cells"
"YBX3",7.89635909527046E-180,0.781668509825036,0.516,0.263,1.92781710951933E-175,"Tissue_stem_cells"
"BCAM",1.92419550460716E-173,0.993034515466475,0.275,0.095,4.69773090494792E-169,"Tissue_stem_cells"
"FHL2",2.17835545537904E-169,0.803174570424812,0.456,0.218,5.31823700876239E-165,"Tissue_stem_cells"
"SOX4",4.13258778255027E-166,0.768246603386727,0.457,0.214,1.00892998123182E-161,"Tissue_stem_cells"
"OAZ2",4.64190974808868E-164,0.789781800563556,0.551,0.314,1.13327584589837E-159,"Tissue_stem_cells"
"TINAGL1",1.99418575140687E-146,1.16467527409773,0.322,0.143,4.86860509348474E-142,"Tissue_stem_cells"
"SH3BGRL",7.6311111885662E-145,0.750013508384382,0.668,0.447,1.86305948557655E-140,"Tissue_stem_cells"
"CTHRC1",8.44580368230728E-139,0.861723971193546,0.296,0.116,2.0619585109985E-134,"Tissue_stem_cells"
"ITGA1",7.73364254111297E-132,0.802132137832133,0.663,0.452,1.88809148998732E-127,"Tissue_stem_cells"
"JUNB",5.28963948121576E-131,0.80704468034511,0.844,0.698,1.29141258294402E-126,"Tissue_stem_cells"
"TMEM176B",6.46433954171856E-123,1.19641788614905,0.474,0.278,1.57820385571517E-118,"Tissue_stem_cells"
"FOS",4.97012749037102E-117,0.944079607067897,0.829,0.698,1.21340692549918E-112,"Tissue_stem_cells"
"VMP1",1.23396719317561E-116,0.835563314543366,0.638,0.435,3.01260750541894E-112,"Tissue_stem_cells"
"PROCR",1.18279385683351E-108,0.77384372482202,0.315,0.15,2.88767292207334E-104,"Tissue_stem_cells"
"TMEM176A",8.79875745316493E-107,0.896692430406569,0.441,0.255,2.14812864461569E-102,"Tissue_stem_cells"
"MT1X",3.51807101877832E-95,1.3517915681758,0.473,0.295,8.58901858524538E-91,"Tissue_stem_cells"
"CTSC",1.19934169970459E-83,1.01975790782809,0.525,0.362,2.92807282565878E-79,"Tissue_stem_cells"
"PLAT",1.50474588847624E-74,0.987588667325961,0.468,0.314,3.6736866121259E-70,"Tissue_stem_cells"
"NR4A1",7.84225583194041E-65,0.771506667728692,0.358,0.22,1.91460833880993E-60,"Tissue_stem_cells"
"SOD2",5.1983363624149E-60,1.15076143058144,0.503,0.383,1.26912183951997E-55,"Tissue_stem_cells"
"CRIP1",5.6052324916199E-23,1.07447842714435,0.772,0.77,1.36846146050408E-18,"Tissue_stem_cells"
"IER3",1.68428493508056E-19,0.869209021332038,0.349,0.277,4.11201324050569E-15,"Tissue_stem_cells"
"KRT19",0,2.3224115241835,0.852,0.252,0,"Tumour_Cells"
"KRT8",0,2.22360461778151,0.948,0.368,0,"Tumour_Cells"
"TFF3",0,2.22272184446552,0.905,0.349,0,"Tumour_Cells"
"KRT18",0,2.18927968067412,0.943,0.324,0,"Tumour_Cells"
"AGR2",0,2.14802062788383,0.825,0.245,0,"Tumour_Cells"
"EPCAM",0,2.14447631791873,0.847,0.224,0,"Tumour_Cells"
"C19orf33",0,2.10467999175732,0.83,0.211,0,"Tumour_Cells"
"MMP7",0,2.10355954440621,0.26,0.068,0,"Tumour_Cells"
"S100P",0,2.0910319824309,0.802,0.194,0,"Tumour_Cells"
"LCN2",0,1.99730350047537,0.672,0.162,0,"Tumour_Cells"
"FXYD3",0,1.99459690715944,0.883,0.291,0,"Tumour_Cells"
"IFI27",0,1.95280891374375,0.945,0.415,0,"Tumour_Cells"
"REG4",0,1.90484131862088,0.32,0.101,0,"Tumour_Cells"
"TSPAN8",0,1.90035115909894,0.844,0.24,0,"Tumour_Cells"
"PHGR1",0,1.85577519705532,0.923,0.378,0,"Tumour_Cells"
"ELF3",0,1.81883429264197,0.711,0.182,0,"Tumour_Cells"
"LGALS4",0,1.75940905682981,0.909,0.269,0,"Tumour_Cells"
"CEACAM5",0,1.74343245045447,0.682,0.182,0,"Tumour_Cells"
"S100A6",0,1.7337008833885,0.999,0.887,0,"Tumour_Cells"
"CLDN3",0,1.72013591592378,0.734,0.169,0,"Tumour_Cells"
"CD24",0,1.7177200495288,0.696,0.226,0,"Tumour_Cells"
"CEACAM6",0,1.70401643855652,0.62,0.121,0,"Tumour_Cells"
"CLDN4",0,1.67008524459444,0.677,0.171,0,"Tumour_Cells"
"TFF1",0,1.66401178504737,0.487,0.119,0,"Tumour_Cells"
"GPX2",0,1.65723518501716,0.781,0.219,0,"Tumour_Cells"
"S100A14",0,1.64127234708897,0.725,0.164,0,"Tumour_Cells"
"TXN",0,1.61033027657817,0.942,0.632,0,"Tumour_Cells"
"SPINT2",0,1.58160607194142,0.75,0.295,0,"Tumour_Cells"
"SMIM22",0,1.5814428256393,0.762,0.166,0,"Tumour_Cells"
"NQO1",0,1.52873575183385,0.67,0.166,0,"Tumour_Cells"
"GSTP1",0,1.52723836814713,0.95,0.698,0,"Tumour_Cells"
"TSPAN1",0,1.51349591041263,0.623,0.134,0,"Tumour_Cells"
"CLDN7",0,1.51264301530374,0.691,0.165,0,"Tumour_Cells"
"DEFB1",0,1.48496623326626,0.278,0.056,0,"Tumour_Cells"
"LGALS3",0,1.48384528800811,0.907,0.532,0,"Tumour_Cells"
"S100A10",0,1.46145866491747,0.969,0.7,0,"Tumour_Cells"
"PRAP1",0,1.44255808602506,0.588,0.116,0,"Tumour_Cells"
"PRSS3",0,1.39780248466626,0.675,0.143,0,"Tumour_Cells"
"PERP",0,1.36688817862355,0.722,0.244,0,"Tumour_Cells"
"SLPI",0,1.29548346411165,0.6,0.156,0,"Tumour_Cells"
"PDZK1IP1",0,1.26518479383738,0.533,0.091,0,"Tumour_Cells"
"S100A16",0,1.25672795012366,0.685,0.261,0,"Tumour_Cells"
"TMEM141",0,1.25658324460141,0.719,0.3,0,"Tumour_Cells"
"MDK",0,1.25382856664148,0.657,0.24,0,"Tumour_Cells"
"LMO7",0,1.20353879845041,0.515,0.127,0,"Tumour_Cells"
"MUC13",0,1.20177081566362,0.55,0.106,0,"Tumour_Cells"
"SPINK1",0,1.19241019011694,0.445,0.141,0,"Tumour_Cells"
"SFN",0,1.18974649924721,0.54,0.109,0,"Tumour_Cells"
"MAL2",0,1.18748812552865,0.585,0.111,0,"Tumour_Cells"
"PHLDA2",0,1.1830879261947,0.606,0.195,0,"Tumour_Cells"
"MIF",0,1.18053879070763,0.969,0.871,0,"Tumour_Cells"
"ANXA4",0,1.17942230355387,0.698,0.288,0,"Tumour_Cells"
"GPRC5A",0,1.16297010478611,0.546,0.133,0,"Tumour_Cells"
"CYSTM1",0,1.15112458741018,0.692,0.317,0,"Tumour_Cells"
"RAB25",0,1.1441551286455,0.611,0.115,0,"Tumour_Cells"
"S100A11",0,1.14052672827297,0.944,0.724,0,"Tumour_Cells"
"AGPAT2",0,1.13686228081277,0.614,0.241,0,"Tumour_Cells"
"CDA",0,1.13577752218295,0.486,0.119,0,"Tumour_Cells"
"ATP5IF1",0,1.13153688509358,0.834,0.569,0,"Tumour_Cells"
"HSPE1",0,1.12261501537351,0.84,0.58,0,"Tumour_Cells"
"PRDX5",0,1.12257417063531,0.856,0.61,0,"Tumour_Cells"
"TM4SF4",0,1.11468924243149,0.302,0.034,0,"Tumour_Cells"
"PRAC1",0,1.10758667757995,0.408,0.082,0,"Tumour_Cells"
"CDH17",0,1.08483483787857,0.551,0.114,0,"Tumour_Cells"
"PLPP2",0,1.05522885780974,0.557,0.117,0,"Tumour_Cells"
"AGR3",0,1.05286353995678,0.457,0.102,0,"Tumour_Cells"
"TSPO",0,1.04885313026342,0.826,0.56,0,"Tumour_Cells"
"TMEM54",0,1.04881540766088,0.605,0.163,0,"Tumour_Cells"
"FAM3D",0,1.04828759123953,0.469,0.108,0,"Tumour_Cells"
"ANXA2",0,1.04387335032741,0.83,0.599,0,"Tumour_Cells"
"PRSS8",0,1.03986714809795,0.516,0.097,0,"Tumour_Cells"
"TUBB4B",0,1.03286886484261,0.672,0.359,0,"Tumour_Cells"
"CD9",0,1.02293791407439,0.795,0.432,0,"Tumour_Cells"
"FERMT1",0,1.0001690724362,0.504,0.099,0,"Tumour_Cells"
"COX5A",0,0.994038913315799,0.799,0.545,0,"Tumour_Cells"
"MGST1",0,0.987281365456863,0.555,0.204,0,"Tumour_Cells"
"UQCRQ",0,0.986483411746466,0.864,0.646,0,"Tumour_Cells"
"HSPD1",0,0.972559974708644,0.715,0.43,0,"Tumour_Cells"
"TACSTD2",0,0.969588155352267,0.361,0.057,0,"Tumour_Cells"
"KLF5",0,0.967944552051964,0.548,0.12,0,"Tumour_Cells"
"CHCHD10",0,0.965059469634957,0.722,0.399,0,"Tumour_Cells"
"MISP",0,0.956153757557275,0.538,0.109,0,"Tumour_Cells"
"TUBA1C",0,0.951219391350556,0.607,0.257,0,"Tumour_Cells"
"IFT172",0,0.930979268016613,0.495,0.098,0,"Tumour_Cells"
"PKP3",0,0.928550845692848,0.513,0.095,0,"Tumour_Cells"
"MUC20",0,0.926642496929296,0.421,0.074,0,"Tumour_Cells"
"WFDC2",0,0.92550373506278,0.38,0.076,0,"Tumour_Cells"
"ZG16B",0,0.924934741178176,0.379,0.09,0,"Tumour_Cells"
"ANXA3",0,0.920867589060732,0.468,0.094,0,"Tumour_Cells"
"ASS1",0,0.91248983183615,0.444,0.121,0,"Tumour_Cells"
"C4orf48",0,0.906318608030576,0.672,0.386,0,"Tumour_Cells"
"NME2",0,0.90546190540632,0.905,0.738,0,"Tumour_Cells"
"COX7B",0,0.901867260016542,0.853,0.625,0,"Tumour_Cells"
"OCIAD2",0,0.900393550707831,0.704,0.359,0,"Tumour_Cells"
"POMP",0,0.893148288995155,0.845,0.633,0,"Tumour_Cells"
"ATP1B1",0,0.891745800336495,0.573,0.202,0,"Tumour_Cells"
"PPDPF",0,0.891151199990303,0.882,0.759,0,"Tumour_Cells"
"ALDOA",0,0.890937507151931,0.888,0.74,0,"Tumour_Cells"
"MGST2",0,0.890680425497782,0.63,0.253,0,"Tumour_Cells"
"KLK1",0,0.888865999950764,0.389,0.089,0,"Tumour_Cells"
"PCBD1",0,0.88116693807694,0.633,0.281,0,"Tumour_Cells"
"UQCRH",0,0.878541260090251,0.872,0.706,0,"Tumour_Cells"
"COX6C",0,0.877515121400289,0.887,0.734,0,"Tumour_Cells"
"SLC2A1",0,0.876841213886864,0.41,0.091,0,"Tumour_Cells"
"SMIM24",0,0.876826397452779,0.317,0.064,0,"Tumour_Cells"
"CDH1",0,0.876635772186008,0.505,0.096,0,"Tumour_Cells"
"MARCKSL1",0,0.868574037522504,0.701,0.316,0,"Tumour_Cells"
"MUC1",0,0.868295572045103,0.415,0.095,0,"Tumour_Cells"
"ITGB4",0,0.862730998609438,0.462,0.109,0,"Tumour_Cells"
"ATP5MF",0,0.862713014542827,0.822,0.611,0,"Tumour_Cells"
"TM4SF5",0,0.860640070446562,0.362,0.067,0,"Tumour_Cells"
"SDCBP2",0,0.850935883192999,0.43,0.089,0,"Tumour_Cells"
"VIL1",0,0.84889602416996,0.496,0.096,0,"Tumour_Cells"
"COX5B",0,0.847578977777665,0.873,0.736,0,"Tumour_Cells"
"KRTCAP3",0,0.845317408829285,0.484,0.094,0,"Tumour_Cells"
"CAMK2N1",0,0.84492762636552,0.486,0.127,0,"Tumour_Cells"
"SLC25A5",0,0.844203239738529,0.812,0.572,0,"Tumour_Cells"
"PPP1R1B",0,0.843264677753624,0.48,0.104,0,"Tumour_Cells"
"ATP5MC3",0,0.84075287004618,0.821,0.617,0,"Tumour_Cells"
"LAD1",0,0.838502571152082,0.5,0.09,0,"Tumour_Cells"
"ABCC3",0,0.82845031202886,0.484,0.115,0,"Tumour_Cells"
"TMEM45B",0,0.824913604127018,0.47,0.111,0,"Tumour_Cells"
"TSPAN3",0,0.823622684570979,0.532,0.222,0,"Tumour_Cells"
"SERINC2",0,0.82273098860602,0.454,0.115,0,"Tumour_Cells"
"AKR1C3",0,0.821810157258738,0.474,0.132,0,"Tumour_Cells"
"STARD10",0,0.814689827207504,0.511,0.145,0,"Tumour_Cells"
"MT-CO2",0,0.813856350889734,0.988,0.996,0,"Tumour_Cells"
"KLK11",0,0.812022697206907,0.288,0.036,0,"Tumour_Cells"
"CTSE",0,0.809516986856261,0.265,0.052,0,"Tumour_Cells"
"MUC5B",0,0.803295021865812,0.385,0.071,0,"Tumour_Cells"
"HMGA1",0,0.794739923146334,0.606,0.274,0,"Tumour_Cells"
"MSLN",0,0.783106343554658,0.356,0.06,0,"Tumour_Cells"
"SPINT1",0,0.782901194242891,0.475,0.121,0,"Tumour_Cells"
"LSR",0,0.780892575979913,0.533,0.157,0,"Tumour_Cells"
"COX6B1",0,0.779104363699005,0.905,0.768,0,"Tumour_Cells"
"ERBB3",0,0.777988305104601,0.49,0.098,0,"Tumour_Cells"
"C12orf75",0,0.776604820474891,0.609,0.274,0,"Tumour_Cells"
"GAPDH",0,0.775715261322349,0.988,0.922,0,"Tumour_Cells"
"SLC39A4",0,0.772726973867144,0.505,0.168,0,"Tumour_Cells"
"MPST",0,0.769984058857013,0.589,0.28,0,"Tumour_Cells"
"CHCHD2",0,0.768681595671434,0.908,0.78,0,"Tumour_Cells"
"JUP",0,0.760653133860906,0.491,0.125,0,"Tumour_Cells"
"UCHL3",0,0.756137154101971,0.461,0.191,0,"Tumour_Cells"
"USH1C",0,0.753772744897794,0.449,0.079,0,"Tumour_Cells"
"CSTB",0,0.750843477183903,0.833,0.617,0,"Tumour_Cells"
"SNRPF",1.67201577624133E-304,0.847993185012245,0.739,0.468,4.08205931611557E-300,"Tumour_Cells"
"COX6A1",2.87274047360692E-303,0.782635522778963,0.849,0.71,7.01350859226393E-299,"Tumour_Cells"
"BOLA2",7.50781214130195E-303,0.948788490473649,0.715,0.491,1.83295725617746E-298,"Tumour_Cells"
"SAP18",5.08276747586923E-299,0.88491974467286,0.799,0.594,1.24090685155871E-294,"Tumour_Cells"
"NDUFS6",1.17364609448911E-298,0.849987613183653,0.772,0.544,2.8653395750857E-294,"Tumour_Cells"
"SYNGR2",8.50480891659938E-298,0.7914543841521,0.624,0.333,2.07636404889857E-293,"Tumour_Cells"
"ALDOA.1",2.73213725391981E-297,0.858553255812704,0.883,0.735,6.67023989171983E-293,"Tumour_Cells"
"CYCS",7.10280195313334E-295,0.94751804272968,0.766,0.525,1.73407806883797E-290,"Tumour_Cells"
"COX7A2",7.44941942309825E-294,0.751465706897379,0.876,0.765,1.81870125795521E-289,"Tumour_Cells"
"PIGR",2.7923389162256E-293,0.95878266965384,0.418,0.165,6.81721623007317E-289,"Tumour_Cells"
